ID,STOREID,PRODUCTID,QUANTITY,UNITPRICE,SUBTOTAL
6903,5,33,1,4,4
6904,1,35,1,5,5
6905,3,33,2,4,8
6906,6,27,1,4,4
6906,9,5,2,6,12
6906,2,31,2,6,12
6907,1,9,1,5,5
6907,2,18,2,8,16
6908,3,28,1,5,5
6909,5,25,2,6,12
6910,8,8,2,5,10
6911,4,19,2,6,12
6911,7,19,2,6,12
6912,1,13,2,5,10
6913,8,32,1,3,3
6914,5,7,2,3,6
6915,5,4,1,5,5
6915,10,19,2,6,12
6916,8,37,1,4,4
6917,10,7,1,3,3
6917,6,1,1,4,4
6918,10,29,1,6,6
6919,1,36,1,4,4
6919,6,33,2,4,8
6920,3,4,2,5,10
6921,1,16,2,6,12
6922,6,3,2,5,10
6923,7,29,2,6,12
6924,10,7,2,3,6
6925,2,33,2,4,8
6926,4,19,1,6,6
6927,10,16,1,6,6
6928,7,6,2,3,6
6928,7,8,2,5,10
6928,2,17,1,7,7
6929,9,2,1,6,6
6930,7,14,1,5,5
6930,1,37,1,4,4
6931,4,13,2,5,10
6932,2,33,1,4,4
6932,8,14,2,5,10
6933,1,18,2,8,16
6934,9,19,2,6,12
6934,10,13,2,5,10
6935,9,26,2,4,8
6935,6,35,1,5,5
6936,6,12,2,5,10
6937,4,24,2,8,16
6938,5,31,1,6,6
6939,4,38,1,6,6
6940,10,17,2,7,14
6941,6,24,2,8,16
6942,8,18,1,8,8
6942,1,29,2,6,12
6943,1,4,2,5,10
6944,7,34,2,5,10
6945,10,15,2,6,12
6946,5,15,1,6,6
6947,7,21,1,6,6
6948,4,15,2,6,12
6949,7,1,1,4,4
6949,8,26,1,4,4
6950,2,25,1,6,6
6951,3,35,2,5,10
6952,8,8,1,5,5
6953,5,21,2,6,12
6954,10,5,2,6,12
6954,10,30,2,6,12
6955,5,11,1,5,5
6956,2,15,1,6,6
6957,5,28,1,5,5
6958,4,28,2,5,10
6959,9,3,1,5,5
6960,5,14,2,5,10
6960,7,27,2,4,8
6961,10,32,2,3,6
6962,5,37,2,4,8
6963,7,20,1,5,5
6964,7,20,1,5,5
6964,10,10,1,5,5
6965,9,20,1,5,5
6966,6,7,2,3,6
6966,6,4,1,5,5
6966,7,1,2,4,8
6967,9,34,2,5,10
6968,9,13,1,5,5
6969,9,3,2,5,10
6970,1,37,2,4,8
6971,8,13,2,5,10
6972,3,16,1,6,6
6973,7,9,1,5,5
6974,4,35,1,5,5
6975,6,26,1,4,4
6976,2,8,2,5,10
6976,2,8,1,5,5
6977,6,27,2,4,8
6977,2,16,1,6,6
6978,9,16,2,6,12
6979,6,24,2,8,16
6980,4,34,1,5,5
6981,10,10,1,5,5
6982,5,32,2,3,6
6982,9,1,1,4,4
6983,5,17,2,7,14
6984,8,3,2,5,10
6985,1,19,1,6,6
6986,8,13,2,5,10
6987,2,30,2,6,12
6987,9,26,2,4,8
6988,4,11,1,5,5
6989,3,30,1,6,6
6989,1,18,2,8,16
6990,4,33,2,4,8
6991,5,14,1,5,5
6992,2,38,2,6,12
6993,4,13,2,5,10
6994,9,25,1,6,6
6994,4,9,2,5,10
6995,10,4,1,5,5
6996,6,12,1,5,5
6997,1,17,1,7,7
6998,9,21,2,6,12
6998,10,14,2,5,10
6999,2,38,1,6,6
7000,2,2,2,6,12
7000,10,28,2,5,10
7001,1,34,1,5,5
7001,4,28,2,5,10
7002,7,20,1,5,5
7003,9,14,1,5,5
7004,4,29,1,6,6
7004,5,12,2,5,10
7005,10,24,2,8,16
7006,5,38,2,6,12
7007,3,21,2,6,12
7008,1,7,1,3,3
7009,7,23,1,6,6
7010,2,15,1,6,6
7011,5,16,1,6,6
7012,2,20,2,5,10
7013,1,22,2,8,16
7014,1,13,1,5,5
7014,5,29,1,6,6
7015,4,32,1,3,3
7016,8,36,1,4,4
7016,9,8,1,5,5
7017,2,29,2,6,12
7017,4,25,1,6,6
7017,3,29,2,6,12
7017,5,22,2,8,16
7017,6,19,1,6,6
7017,4,27,2,4,8
7017,6,16,1,6,6
7018,7,12,1,5,5
7018,3,37,1,4,4
7019,5,35,2,5,10
7020,5,14,2,5,10
7021,7,11,1,5,5
7022,7,5,2,6,12
7023,4,36,1,4,4
7024,8,2,1,6,6
7024,8,2,2,6,12
7024,8,34,1,5,5
7025,7,18,1,8,8
7026,7,17,2,7,14
7027,8,14,1,5,5
7028,1,33,2,4,8
7028,2,13,1,5,5
7028,6,5,2,6,12
7029,10,15,2,6,12
7029,10,11,2,5,10
7030,7,10,1,5,5
7031,8,30,2,6,12
7032,8,36,1,4,4
7033,1,33,2,4,8
7034,1,31,2,6,12
7035,8,12,2,5,10
7036,6,3,1,5,5
7037,6,25,1,6,6
7038,4,10,1,5,5
7038,2,21,1,6,6
7038,6,28,2,5,10
7039,3,3,1,5,5
7040,8,23,2,6,12
7041,3,18,1,8,8
7041,3,11,2,5,10
7042,3,34,2,5,10
7042,8,28,1,5,5
7043,8,7,1,3,3
7044,4,32,1,3,3
7045,7,10,2,5,10
7046,4,3,1,5,5
7046,2,13,1,5,5
7047,5,23,2,6,12
7048,3,38,1,6,6
7049,8,29,1,6,6
7050,2,22,1,8,8
7050,2,7,1,3,3
7051,7,24,1,8,8
7052,8,22,2,8,16
7053,7,9,2,5,10
7054,3,33,1,4,4
7054,8,13,2,5,10
7055,7,2,2,6,12
7056,7,23,1,6,6
7057,8,12,2,5,10
7058,1,38,1,6,6
7059,8,3,2,5,10
7060,8,22,2,8,16
7061,3,32,1,3,3
7061,9,6,2,3,6
7062,7,26,2,4,8
7063,10,37,1,4,4
7064,5,24,2,8,16
7065,8,12,2,5,10
7066,9,7,2,3,6
7067,6,9,2,5,10
7068,6,13,1,5,5
7069,9,24,2,8,16
7069,3,3,1,5,5
7070,3,33,2,4,8
7070,7,12,2,5,10
7071,7,8,2,5,10
7072,6,2,2,6,12
7072,1,23,2,6,12
7073,2,22,2,8,16
7074,10,29,2,6,12
7075,3,2,1,6,6
7076,7,36,2,4,8
7077,6,2,1,6,6
7078,7,14,1,5,5
7078,2,14,2,5,10
7079,4,34,2,5,10
7080,5,20,1,5,5
7081,5,25,1,6,6
7082,6,30,2,6,12
7083,3,33,2,4,8
7084,8,24,2,8,16
7085,7,20,1,5,5
7085,4,4,1,5,5
7086,8,38,1,6,6
7086,4,36,2,4,8
7086,3,5,2,6,12
7087,4,12,1,5,5
7088,4,30,1,6,6
7088,9,16,2,6,12
7088,2,29,1,6,6
7089,10,11,2,5,10
7090,4,15,1,6,6
7091,4,37,2,4,8
7092,5,4,1,5,5
7093,4,15,2,6,12
7094,6,17,1,7,7
7095,3,10,2,5,10
7095,3,7,2,3,6
7095,1,31,2,6,12
7096,10,24,2,8,16
7096,8,3,1,5,5
7097,9,16,1,6,6
7098,7,9,2,5,10
7099,2,9,1,5,5
7099,1,27,2,4,8
7100,2,29,2,6,12
7101,8,27,2,4,8
7101,5,27,2,4,8
7102,7,22,2,8,16
7103,8,7,1,3,3
7103,7,11,1,5,5
7104,5,7,2,3,6
7104,4,18,1,8,8
7105,3,37,2,4,8
7105,10,27,1,4,4
7106,9,10,2,5,10
7107,3,7,2,3,6
7108,7,12,2,5,10
7109,9,27,1,4,4
7110,6,32,1,3,3
7111,3,30,2,6,12
7112,2,15,2,6,12
7112,6,23,2,6,12
7112,4,2,2,6,12
7113,2,24,1,8,8
7114,3,35,2,5,10
7114,7,3,2,5,10
7114,6,32,2,3,6
7115,6,18,1,8,8
7116,2,38,1,6,6
7116,1,15,2,6,12
7116,1,18,2,8,16
7117,7,33,2,4,8
7118,7,36,2,4,8
7119,5,2,1,6,6
7120,2,29,1,6,6
7121,9,28,2,5,10
7122,1,37,2,4,8
7123,3,10,2,5,10
7123,3,3,1,5,5
7123,1,8,2,5,10
7124,1,6,2,3,6
7125,7,19,2,6,12
7125,8,11,2,5,10
7126,6,33,1,4,4
7126,10,5,2,6,12
7126,7,22,1,8,8
7127,1,36,1,4,4
7128,9,28,1,5,5
7129,6,19,1,6,6
7130,1,25,1,6,6
7130,2,17,2,7,14
7131,1,38,2,6,12
7132,10,20,1,5,5
7132,2,36,1,4,4
7133,4,3,1,5,5
7134,1,31,1,6,6
7135,3,22,1,8,8
7135,9,9,1,5,5
7136,7,36,2,4,8
7137,6,33,1,4,4
7137,2,12,2,5,10
7138,5,12,1,5,5
7139,10,24,1,8,8
7140,9,33,1,4,4
7141,7,20,2,5,10
7142,4,12,2,5,10
7143,5,21,2,6,12
7144,3,38,2,6,12
7145,9,12,1,5,5
7145,1,25,2,6,12
7146,1,3,2,5,10
7147,7,6,2,3,6
7147,10,20,2,5,10
7148,10,15,2,6,12
7149,5,31,1,6,6
7149,4,22,2,8,16
7150,5,20,1,5,5
7151,9,21,1,6,6
7152,6,11,1,5,5
7153,10,36,2,4,8
7154,1,36,1,4,4
7154,2,33,2,4,8
7154,10,25,1,6,6
7155,9,25,2,6,12
7156,8,10,2,5,10
7157,10,25,1,6,6
7157,3,30,2,6,12
7158,9,4,2,5,10
7159,8,32,1,3,3
7160,6,12,1,5,5
7160,1,17,1,7,7
7161,1,37,1,4,4
7162,7,38,2,6,12
7163,5,1,2,4,8
7164,2,38,1,6,6
7164,10,1,1,4,4
7165,5,2,2,6,12
7165,7,24,2,8,16
7166,5,38,1,6,6
7167,1,38,2,6,12
7168,8,29,1,6,6
7169,3,34,2,5,10
7169,9,21,1,6,6
7170,9,12,1,5,5
7171,6,8,1,5,5
7172,1,27,1,4,4
7173,1,23,1,6,6
7174,8,35,1,5,5
7175,3,15,2,6,12
7176,9,3,1,5,5
7177,4,14,1,5,5
7178,7,9,2,5,10
7179,1,23,2,6,12
7179,8,15,1,6,6
7180,4,5,1,6,6
7181,7,16,2,6,12
7182,8,1,1,4,4
7183,9,9,2,5,10
7184,9,37,2,4,8
7185,3,33,2,4,8
7186,7,26,1,4,4
7187,8,8,1,5,5
7188,5,12,2,5,10
7189,7,15,2,6,12
7190,3,8,2,5,10
7191,1,6,1,3,3
7192,5,21,1,6,6
7193,6,31,2,6,12
7194,7,34,1,5,5
7194,2,23,1,6,6
7194,3,37,2,4,8
7194,5,9,2,5,10
7195,2,31,2,6,12
7196,1,27,1,4,4
7197,3,38,2,6,12
7198,3,3,2,5,10
7198,7,11,2,5,10
7199,2,23,1,6,6
7200,7,13,2,5,10
7201,3,23,1,6,6
7202,5,17,2,7,14
7203,8,11,2,5,10
7203,6,4,1,5,5
7204,4,9,1,5,5
7205,2,11,1,5,5
7206,1,14,1,5,5
7207,10,2,2,6,12
7208,6,18,1,8,8
7209,10,19,2,6,12
7210,4,4,2,5,10
7211,8,11,1,5,5
7212,7,2,2,6,12
7213,4,30,2,6,12
7214,2,18,1,8,8
7215,2,14,2,5,10
7216,8,20,1,5,5
7217,7,7,1,3,3
7217,5,29,1,6,6
7217,3,16,2,6,12
7218,8,3,1,5,5
7219,10,12,1,5,5
7220,7,31,2,6,12
7221,6,8,2,5,10
7222,9,22,2,8,16
7223,5,36,2,4,8
7224,4,7,2,3,6
7225,2,30,1,6,6
7225,6,33,2,4,8
7226,5,12,1,5,5
7227,6,1,2,4,8
7228,9,22,1,8,8
7229,5,2,2,6,12
7230,6,37,1,4,4
7231,9,10,1,5,5
7231,1,5,1,6,6
7232,10,6,1,3,3
7233,2,11,1,5,5
7234,8,6,1,3,3
7235,1,36,2,4,8
7236,10,7,2,3,6
7237,2,3,1,5,5
7238,4,34,2,5,10
7239,9,5,2,6,12
7240,1,7,2,3,6
7241,3,22,2,8,16
7242,8,29,1,6,6
7243,1,13,1,5,5
7244,5,29,2,6,12
7245,6,30,2,6,12
7246,5,6,2,3,6
7246,7,11,2,5,10
7247,7,13,2,5,10
7247,5,5,2,6,12
7248,6,34,1,5,5
7249,8,26,1,4,4
7250,8,35,2,5,10
7250,2,15,2,6,12
7251,5,21,1,6,6
7252,6,8,2,5,10
7252,1,30,1,6,6
7253,7,4,2,5,10
7254,8,9,2,5,10
7254,1,32,1,3,3
7255,6,17,1,7,7
7256,4,35,2,5,10
7257,9,13,2,5,10
7258,1,15,2,6,12
7259,3,29,1,6,6
7260,3,12,2,5,10
7261,4,25,2,6,12
7261,9,24,1,8,8
7262,4,32,1,3,3
7263,6,33,2,4,8
7264,4,32,1,3,3
7265,6,30,1,6,6
7266,3,22,1,8,8
7267,2,24,2,8,16
7268,10,9,2,5,10
7268,8,9,1,5,5
7268,8,6,1,3,3
7269,5,13,1,5,5
7270,10,34,2,5,10
7271,6,4,1,5,5
7271,1,24,1,8,8
7272,8,33,2,4,8
7273,4,34,2,5,10
7273,3,4,1,5,5
7273,1,20,2,5,10
7274,4,27,1,4,4
7275,9,26,2,4,8
7276,5,38,1,6,6
7277,7,30,1,6,6
7277,7,7,1,3,3
7278,3,20,1,5,5
7279,1,20,1,5,5
7280,10,29,2,6,12
7281,10,14,2,5,10
7282,3,16,2,6,12
7283,1,34,1,5,5
7283,3,32,1,3,3
7284,3,36,1,4,4
7285,1,18,1,8,8
7286,4,12,2,5,10
7287,1,37,1,4,4
7288,9,22,1,8,8
7289,3,13,1,5,5
7290,6,3,1,5,5
7291,7,28,1,5,5
7292,7,12,1,5,5
7293,2,3,2,5,10
7294,2,30,1,6,6
7294,1,11,1,5,5
7294,4,2,1,6,6
7295,9,14,2,5,10
7295,2,3,1,5,5
7296,1,8,2,5,10
7297,7,33,1,4,4
7297,7,30,1,6,6
7298,9,18,1,8,8
7299,9,10,1,5,5
7300,2,19,2,6,12
7301,8,13,2,5,10
7302,4,10,2,5,10
7303,9,29,2,6,12
7304,1,24,1,8,8
7305,4,38,2,6,12
7305,1,10,1,5,5
7305,10,11,2,5,10
7306,7,28,2,5,10
7307,4,1,1,4,4
7308,9,5,2,6,12
7309,10,21,2,6,12
7310,5,37,2,4,8
7311,9,36,2,4,8
7311,1,1,2,4,8
7312,6,32,2,3,6
7312,2,26,2,4,8
7313,8,14,1,5,5
7314,9,38,1,6,6
7314,1,36,1,4,4
7314,10,27,2,4,8
7315,9,30,1,6,6
7316,7,3,2,5,10
7316,1,37,2,4,8
7317,7,8,2,5,10
7317,3,18,2,8,16
7318,9,25,2,6,12
7319,10,18,2,8,16
7320,8,31,2,6,12
7320,5,16,1,6,6
7321,5,12,2,5,10
7322,7,24,2,8,16
7323,8,13,2,5,10
7324,9,1,1,4,4
7325,5,33,2,4,8
7325,3,38,1,6,6
7326,5,10,1,5,5
7327,8,16,2,6,12
7328,8,19,1,6,6
7329,10,33,2,4,8
7330,8,21,2,6,12
7331,3,11,2,5,10
7332,10,22,1,8,8
7333,10,29,2,6,12
7334,7,25,2,6,12
7335,3,35,2,5,10
7335,3,3,1,5,5
7336,5,2,1,6,6
7337,3,15,2,6,12
7338,8,12,2,5,10
7339,6,15,2,6,12
7339,10,35,1,5,5
7340,1,12,2,5,10
7341,8,21,2,6,12
7341,6,15,1,6,6
7341,2,15,1,6,6
7341,2,6,1,3,3
7342,2,4,2,5,10
7343,9,1,2,4,8
7343,10,29,1,6,6
7344,8,37,1,4,4
7344,9,14,2,5,10
7345,8,9,2,5,10
7345,4,35,2,5,10
7346,1,4,2,5,10
7346,2,36,1,4,4
7347,2,33,2,4,8
7348,1,30,1,6,6
7349,3,29,1,6,6
7349,6,29,1,6,6
7350,9,34,1,5,5
7351,9,35,1,5,5
7352,8,31,2,6,12
7353,9,7,1,3,3
7353,9,20,2,5,10
7354,8,25,1,6,6
7355,1,38,1,6,6
7356,2,9,2,5,10
7357,5,3,1,5,5
7358,9,8,1,5,5
7359,1,2,1,6,6
7359,2,27,1,4,4
7359,5,4,1,5,5
7359,5,28,2,5,10
7360,6,15,2,6,12
7361,3,14,2,5,10
7362,7,26,2,4,8
7363,2,24,2,8,16
7363,4,19,1,6,6
7363,9,9,1,5,5
7364,2,37,2,4,8
7365,4,26,1,4,4
7366,1,16,1,6,6
7366,2,27,2,4,8
7367,3,2,2,6,12
7368,9,38,1,6,6
7369,8,2,2,6,12
7370,10,26,1,4,4
7371,6,20,1,5,5
7372,6,5,2,6,12
7372,3,18,2,8,16
7373,1,5,1,6,6
7374,8,20,1,5,5
7375,1,36,2,4,8
7375,7,11,2,5,10
7375,1,19,2,6,12
7376,6,20,1,5,5
7377,1,1,1,4,4
7378,2,19,2,6,12
7379,4,1,2,4,8
7380,9,30,2,6,12
7381,6,37,2,4,8
7382,4,4,1,5,5
7383,1,38,1,6,6
7384,2,32,2,3,6
7384,7,22,1,8,8
7384,6,5,2,6,12
7385,8,19,1,6,6
7385,10,5,2,6,12
7386,3,16,1,6,6
7387,8,16,1,6,6
7387,7,1,1,4,4
7388,7,8,2,5,10
7389,4,8,1,5,5
7390,3,30,1,6,6
7391,3,33,1,4,4
7392,2,31,2,6,12
7393,4,29,1,6,6
7394,7,5,2,6,12
7395,5,23,1,6,6
7396,10,2,2,6,12
7397,7,38,1,6,6
7397,3,8,1,5,5
7398,3,37,2,4,8
7399,10,27,2,4,8
7400,4,19,1,6,6
7401,3,14,1,5,5
7402,8,37,1,4,4
7403,7,15,1,6,6
7404,3,38,2,6,12
7404,6,18,2,8,16
7405,9,37,2,4,8
7406,2,12,1,5,5
7407,5,7,2,3,6
7408,3,18,2,8,16
7409,5,8,2,5,10
7410,5,6,1,3,3
7410,8,16,1,6,6
7411,1,38,1,6,6
7411,6,19,2,6,12
7412,2,38,2,6,12
7412,10,16,2,6,12
7412,7,3,2,5,10
7413,3,2,2,6,12
7414,10,19,1,6,6
7415,1,20,2,5,10
7416,8,27,1,4,4
7416,9,30,2,6,12
7417,1,4,1,5,5
7418,7,16,1,6,6
7419,6,2,2,6,12
7420,9,2,1,6,6
7421,3,17,1,7,7
7422,7,35,2,5,10
7423,8,13,1,5,5
7424,3,25,1,6,6
7425,6,24,2,8,16
7426,8,36,1,4,4
7426,8,12,1,5,5
7427,6,20,2,5,10
7428,9,21,1,6,6
7428,7,37,1,4,4
7429,5,34,2,5,10
7430,10,14,2,5,10
7431,4,10,2,5,10
7431,4,13,1,5,5
7432,8,11,2,5,10
7432,8,2,1,6,6
7433,3,17,2,7,14
7434,8,29,2,6,12
7434,7,25,1,6,6
7434,10,20,1,5,5
7435,8,16,2,6,12
7436,2,3,1,5,5
7436,6,32,2,3,6
7437,8,12,1,5,5
7437,6,28,2,5,10
7438,7,18,2,8,16
7439,7,20,1,5,5
7439,7,24,2,8,16
7440,7,17,2,7,14
7441,5,8,2,5,10
7442,9,3,1,5,5
7443,10,15,2,6,12
7444,7,11,1,5,5
7445,1,38,1,6,6
7445,2,31,2,6,12
7446,8,4,2,5,10
7447,6,19,2,6,12
7448,5,6,1,3,3
7449,10,31,2,6,12
7450,9,9,2,5,10
7451,8,37,1,4,4
7452,3,16,2,6,12
7453,6,19,2,6,12
7454,3,35,2,5,10
7455,6,1,2,4,8
7456,3,9,2,5,10
7456,2,4,2,5,10
7457,4,34,1,5,5
7457,6,31,2,6,12
7458,1,14,2,5,10
7458,8,5,1,6,6
7459,2,30,2,6,12
7459,4,4,2,5,10
7460,9,34,2,5,10
7460,7,31,1,6,6
7460,2,8,1,5,5
7460,5,10,1,5,5
7461,8,30,2,6,12
7462,3,36,1,4,4
7462,5,18,2,8,16
7462,2,33,1,4,4
7462,5,25,1,6,6
7463,1,4,1,5,5
7464,2,30,2,6,12
7465,1,17,1,7,7
7466,4,8,1,5,5
7466,3,23,2,6,12
7467,6,16,1,6,6
7468,2,20,1,5,5
7469,6,31,2,6,12
7470,4,13,2,5,10
7470,1,6,1,3,3
7471,7,30,1,6,6
7471,8,23,1,6,6
7472,2,5,2,6,12
7472,7,11,1,5,5
7473,3,9,2,5,10
7474,8,2,1,6,6
7475,2,2,2,6,12
7475,4,17,2,7,14
7476,7,10,2,5,10
7476,9,3,2,5,10
7477,5,13,2,5,10
7478,9,4,2,5,10
7479,5,8,2,5,10
7480,10,3,2,5,10
7481,1,9,2,5,10
7482,1,28,2,5,10
7483,4,6,2,3,6
7483,7,7,1,3,3
7484,5,7,2,3,6
7485,1,1,1,4,4
7486,3,31,1,6,6
7487,6,9,2,5,10
7488,4,35,1,5,5
7489,4,23,2,6,12
7490,1,14,1,5,5
7490,10,9,2,5,10
7491,1,6,2,3,6
7491,1,7,2,3,6
7491,4,10,2,5,10
7492,1,8,1,5,5
7493,7,38,1,6,6
7494,3,20,2,5,10
7495,3,29,1,6,6
7496,5,7,2,3,6
7497,1,8,2,5,10
7497,7,25,2,6,12
7498,7,9,2,5,10
7498,2,38,2,6,12
7499,2,12,2,5,10
7500,4,22,1,8,8
7501,3,26,2,4,8
7501,10,21,1,6,6
7502,8,12,2,5,10
7502,9,9,2,5,10
7502,10,3,1,5,5
7503,6,10,2,5,10
7504,7,3,1,5,5
7505,8,9,1,5,5
7506,3,34,1,5,5
7507,1,13,2,5,10
7508,10,7,1,3,3
7508,9,8,2,5,10
7508,9,38,1,6,6
7508,1,26,2,4,8
7509,4,13,1,5,5
7510,7,11,1,5,5
7511,1,14,1,5,5
7512,10,19,2,6,12
7512,1,31,2,6,12
7513,6,10,2,5,10
7514,8,9,1,5,5
7515,5,18,1,8,8
7515,4,20,2,5,10
7516,8,37,1,4,4
7516,9,13,1,5,5
7517,4,31,1,6,6
7517,3,10,2,5,10
7518,2,31,2,6,12
7519,2,30,2,6,12
7520,8,33,2,4,8
7521,1,24,1,8,8
7521,6,16,1,6,6
7522,3,35,1,5,5
7523,10,2,1,6,6
7524,7,36,1,4,4
7525,10,14,2,5,10
7526,4,5,1,6,6
7526,5,2,2,6,12
7526,3,22,2,8,16
7527,9,16,1,6,6
7528,1,15,2,6,12
7529,4,36,1,4,4
7530,7,9,2,5,10
7531,6,10,2,5,10
7531,10,3,2,5,10
7532,8,36,2,4,8
7533,4,18,1,8,8
7534,9,28,2,5,10
7535,4,16,2,6,12
7536,10,13,1,5,5
7537,2,25,1,6,6
7537,10,17,1,7,7
7538,5,9,2,5,10
7539,6,12,2,5,10
7540,3,6,2,3,6
7541,9,14,1,5,5
7542,8,10,2,5,10
7543,3,38,1,6,6
7544,8,12,2,5,10
7544,6,30,2,6,12
7545,5,23,1,6,6
7545,10,26,1,4,4
7546,1,15,1,6,6
7547,6,23,2,6,12
7547,1,27,1,4,4
7548,5,32,2,3,6
7549,3,29,2,6,12
7550,10,6,1,3,3
7550,1,22,2,8,16
7551,3,5,1,6,6
7552,2,28,2,5,10
7553,10,11,2,5,10
7554,1,8,1,5,5
7555,8,19,1,6,6
7556,2,26,2,4,8
7557,6,29,1,6,6
7558,4,21,1,6,6
7559,5,23,1,6,6
7560,6,2,1,6,6
7561,9,5,1,6,6
7562,3,22,2,8,16
7563,4,13,1,5,5
7564,9,35,2,5,10
7564,2,30,1,6,6
7565,1,17,2,7,14
7566,6,13,2,5,10
7566,1,17,1,7,7
7567,1,35,2,5,10
7568,9,33,2,4,8
7569,10,29,2,6,12
7570,9,13,2,5,10
7571,10,36,2,4,8
7572,3,18,1,8,8
7573,10,30,2,6,12
7573,7,4,2,5,10
7574,4,35,1,5,5
7575,3,38,1,6,6
7576,5,26,1,4,4
7577,1,35,1,5,5
7578,1,16,2,6,12
7579,1,16,1,6,6
7580,1,1,1,4,4
7581,3,1,2,4,8
7582,5,12,2,5,10
7583,4,37,1,4,4
7584,10,33,2,4,8
7585,7,2,2,6,12
7585,9,23,2,6,12
7586,5,18,1,8,8
7587,3,6,1,3,3
7588,1,10,2,5,10
7589,3,22,2,8,16
7589,9,36,1,4,4
7589,5,12,2,5,10
7589,6,1,2,4,8
7590,5,7,1,3,3
7590,10,4,1,5,5
7591,10,30,2,6,12
7591,2,22,1,8,8
7591,2,2,2,6,12
7592,10,28,2,5,10
7593,5,4,2,5,10
7594,1,30,2,6,12
7595,3,28,2,5,10
7595,4,20,1,5,5
7596,2,21,1,6,6
7597,8,32,2,3,6
7598,7,11,2,5,10
7599,8,12,1,5,5
7600,9,5,1,6,6
7600,8,36,1,4,4
7601,10,14,2,5,10
7602,1,22,2,8,16
7602,9,13,2,5,10
7603,6,29,2,6,12
7604,9,20,1,5,5
7605,7,4,2,5,10
7606,4,37,1,4,4
7607,2,24,1,8,8
7607,3,20,1,5,5
7607,6,14,1,5,5
7607,6,5,1,6,6
7607,1,11,2,5,10
7608,6,34,1,5,5
7609,1,3,1,5,5
7610,8,31,2,6,12
7610,6,10,2,5,10
7611,4,16,1,6,6
7612,9,14,1,5,5
7613,7,6,2,3,6
7614,7,26,1,4,4
7614,9,32,2,3,6
7615,6,3,2,5,10
7616,8,26,1,4,4
7617,3,14,2,5,10
7617,6,17,2,7,14
7617,2,10,1,5,5
7618,8,32,2,3,6
7618,4,17,1,7,7
7619,4,32,2,3,6
7619,7,10,2,5,10
7619,7,9,1,5,5
7619,9,1,2,4,8
7620,5,32,1,3,3
7621,7,31,1,6,6
7622,1,34,1,5,5
7623,3,33,1,4,4
7624,7,19,2,6,12
7625,3,18,2,8,16
7626,10,8,2,5,10
7626,1,4,2,5,10
7627,2,33,2,4,8
7628,10,14,2,5,10
7629,3,12,2,5,10
7629,6,10,2,5,10
7630,3,30,2,6,12
7630,4,15,1,6,6
7631,6,25,2,6,12
7632,6,19,1,6,6
7633,9,21,2,6,12
7633,7,13,2,5,10
7634,3,2,2,6,12
7635,7,14,2,5,10
7636,9,34,2,5,10
7637,4,30,2,6,12
7638,3,20,2,5,10
7639,8,3,1,5,5
7640,3,18,1,8,8
7640,3,23,2,6,12
7640,5,20,2,5,10
7641,2,33,1,4,4
7642,10,8,1,5,5
7643,8,33,1,4,4
7644,2,38,1,6,6
7645,2,17,2,7,14
7646,5,17,1,7,7
7647,5,35,1,5,5
7648,9,16,1,6,6
7649,3,37,1,4,4
7649,2,24,1,8,8
7649,6,11,2,5,10
7649,10,22,1,8,8
7650,6,11,2,5,10
7650,9,8,1,5,5
7650,3,34,2,5,10
7651,9,9,1,5,5
7651,7,28,1,5,5
7652,3,35,1,5,5
7652,3,35,2,5,10
7652,6,31,1,6,6
7653,8,8,1,5,5
7654,3,28,2,5,10
7654,3,2,1,6,6
7655,7,30,2,6,12
7656,6,15,2,6,12
7657,9,20,2,5,10
7658,6,38,2,6,12
7659,1,5,1,6,6
7660,9,2,1,6,6
7661,8,14,2,5,10
7662,5,38,1,6,6
7663,1,12,2,5,10
7664,10,14,2,5,10
7665,8,23,2,6,12
7666,1,30,1,6,6
7667,2,22,1,8,8
7668,5,33,1,4,4
7668,6,38,2,6,12
7669,9,12,1,5,5
7670,2,15,1,6,6
7671,9,30,2,6,12
7672,6,25,2,6,12
7673,5,3,1,5,5
7674,5,20,1,5,5
7675,3,3,2,5,10
7676,2,2,1,6,6
7677,5,7,2,3,6
7678,7,37,2,4,8
7679,6,31,2,6,12
7680,1,28,2,5,10
7681,2,28,2,5,10
7681,4,4,1,5,5
7682,2,17,1,7,7
7683,8,6,1,3,3
7684,3,8,2,5,10
7685,9,31,1,6,6
7686,2,8,2,5,10
7687,3,4,1,5,5
7688,1,28,2,5,10
7688,3,34,2,5,10
7689,4,30,1,6,6
7690,8,21,1,6,6
7691,6,1,2,4,8
7692,9,16,1,6,6
7692,4,23,2,6,12
7693,9,5,1,6,6
7694,2,4,1,5,5
7694,4,27,1,4,4
7695,10,13,1,5,5
7696,8,30,2,6,12
7697,7,31,1,6,6
7698,5,4,1,5,5
7699,7,4,2,5,10
7700,8,24,1,8,8
7701,4,19,1,6,6
7701,3,6,1,3,3
7702,3,9,1,5,5
7703,6,24,1,8,8
7704,8,37,1,4,4
7705,5,7,1,3,3
7706,3,21,1,6,6
7707,4,29,2,6,12
7708,8,21,2,6,12
7709,10,1,2,4,8
7710,4,32,2,3,6
7710,5,20,2,5,10
7710,3,37,2,4,8
7711,7,7,2,3,6
7712,4,23,2,6,12
7713,4,6,1,3,3
7714,2,23,1,6,6
